Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
IDA only,IDX,Land area (sq. km),AG.LND.TOTL.K2,..,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109564,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20110184,20441944,20441944,20435021,20435021,20435021,20435021,20435021,20435021,20435371,20435371,20435371,20435181,20581937.922,20581923.092,20582085.252,20582191.665,20581943.89,20581966.284,20582604.055,20582917.05,20706707.142,20706599.326,20705378.467,20704619.128,20704353.968,20704262.053,20704194.143,20704206.874,20704126.094,20704126.094,..
IDA only,IDX,"Population, total",SP.POP.TOTL,273244840,280120877,287265174,294632894,302286207,310230648,318386686,326857777,335669699,344654926,353539882,361723391,370219688,379779614,389663013,399483696,409173986,419152337,430022867,441440230,451982661,462246693,473936564,486705751,499790540,512976248,526144768,539531809,552965450,566800425,580839235,594934070,610501924,627217382,643572966,659768176,676066268,692329687,708735506,725601226,742632467,760135841,779234829,798891420,818159682,837717855,857875888,878188505,898199432,918527916,939730969,961612140,983589911,1005080882,1026805224,1049402114,1073442780,1098416162,1123983941,1150416080,1177588680,1205017407,1232235382
IDA total,IDA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,283747160817.686,286921709513.067,303922603595.063,317859947493.696,333379621453.66,347982639758.354,351566738261.417,341382403466.736,354126470722.491,387426823036.977,428625883855.102,456205616453.225,463018616299.974,482522669239.195,519840816149.947,518056122039.673,549045149871.242,573338917373.645,578072015403.332,599096051537.167,620263332240.297,616728321949.127,616454815942.882,610906485043.142,619368097955.159,643907892848.852,663485354090.846,688184611862.694,719336469150.528,736590969112.897,765405812542.281,780300365890.24,797069888600.493,805330912766.319,813507693312.826,842841663347.933,883899800493.742,919788877953.141,951391528498.281,978638310406.578,1016784607306.79,1059362003938.04,1116242023566.85,1171727050321.62,1249150720608.16,1324864988315.4,1405467213016.62,1490218963339.93,1565218801011.32,1641175434500.27,1743953916033.72,1815472183779.26,1870276485117.29,1968122890518.34,2077830174323.19,2146720272494.66,2215578652154.95,2301732605792.26,2398757064685.3,2491813093777.04,2481541294191.6,2579789721986.7,2691213094834.51
IDA total,IDA,Land area (sq. km),AG.LND.TOTL.K2,..,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053534,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24054154,24811314,24811314,24804391,24804391,24804391,24804391,24804391,24804391,24815306,24815252,24815252,24815028,24961760.922,24961742.092,24961905.252,24962145.665,24961880.89,24961881.284,24962466.055,24962696.05,25086477.142,25086358.326,25085137.467,25089189.128,25088914.968,25088820.053,25088751.143,25088731.874,25088746.094,25088749.094,..
IDA total,IDA,"Population, total",SP.POP.TOTL,393625600,403461263,413669974,424253319,435254053,446683333,458450981,470626522,483257179,496196119,509164374,521456513,534191661,548273358,562921889,577786305,592770490,608293115,624921608,642478486,660197240,678220841,697360428,717058129,736892756,757368589,778231383,799517958,821033507,843017002,865261065,887648593,910973883,935450423,960049790,984763682,1009945067,1035144384,1060585198,1086608976,1113543189,1141278463,1169939269,1198886913,1227782005,1257055686,1287126660,1317765261,1348468901,1379938069,1412935479,1446532038,1479458433,1511524240,1543705308,1576577999,1610801192,1646401123,1683139540,1721049412,1760225807,1800033438,1839971350
Late-demographic dividend,LTE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,934839953226.855,895254792000.725,922180681206.538,961099766898.686,1033518007787.22,1105382693354.96,1194241839344.69,1213695226152.46,1276230191661.87,1406204043620.88,1563959505889.44,1691095504234.33,1817432881559.79,1982604430878.01,2091896862871.89,2195042942938.77,2338898675500.26,2497049809877.33,2662233753170.19,2863009043696.82,3100022283017.77,3119164548110.78,3190164513551.12,3243859281882.83,3500612625844.86,3764515938054.85,3982677238446.86,4239278373655.9,4467609883561.88,4666480608003.3,4689239311217.92,4738999010777.94,4772196875146.02,4981304317986.75,5205293935933.14,5499532326551.94,5778911932167.79,6097519887690.77,6267713533991.84,6558092731003.82,7015497419020.59,7379496762020.99,7821278261397.2,8354602776516.92,9037660436207.7,9737463812019.58,10641435862867.8,11728585298247.4,12540663196704.1,13005064463925.4,14047930166483.5,15058432231955,15943527734550.7,16837950985736.5,17717420088936,18549854155934.1,19380328629351.4,20407162954428,21513911157330.7,22513641745541.2,22552979511884.2,24226846843597,25001594804982.3
Late-demographic dividend,LTE,Land area (sq. km),AG.LND.TOTL.K2,..,24766870.742,24766870.742,24766870.742,24766870.742,24766870.742,24766870.742,24766870.742,24766870.742,24766870.742,24766870.742,24766870.742,24766870.742,24766830.742,24766830.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24766970.742,24765980.742,24765980.742,24766090.742,44391634.742,44436044.742,44431234.742,44428244.742,44427844.742,44428534.742,44431109.742,44437932.742,44416123.742,44415246.942,44415380.168,44422250.758,44422418.519,44425322.891,44525522.493,44524986.893,44524344.887,44524430.134,44524774.418,44524759.947,44524782.946,44525435.383,44525704.921,44524904.4,44524912.4,44524210.4,44524754.3,44524698.37,44521586.403,44521646,..
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,1095548725,1097728985,1112142897,1137971547,1163376707,1189485776,1218319662,1246291107,1275030950,1305235738,1336152939,1367659433,1397522486,1426459153,1453964650,1479273067,1503509107,1526366884,1548637582,1570920160,1593099029,1615957004,1640893480,1665773694,1689771008,1714481164,1740698024,1768376867,1796192544,1822788469,1847821462,1871805819,1894353796,1915623786,1936398016,1956331335,1975855844,1995080443,2013531302,2030612791,2046026051,2060709239,2074581734,2088091467,2101411095,2114895075,2128519993,2142132712,2156046215,2169857353,2182768187,2196512073,2212381413,2228485037,2244043359,2258406242,2272340223,2286627723,2298987594,2309491804,2317278934,2321865172,2325466354
Latin America & Caribbean,LCN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,722052612248.938,766436222409.443,799360570437.872,815370464578.895,874017721100.176,923312466715.737,968824167800.025,1010530268515.43,1081930780347.3,1156533358551.97,1231885371953.21,1317366847323.1,1411666230957.62,1524789240364.12,1620519374526.43,1678143119598.69,1769716039661.05,1856302019858.75,1938969248342.05,2081374382571.6,2218632562384.85,2241767874298.99,2238177663570.54,2189793401299.49,2274993485849.53,2346551565648.43,2432878092079.59,2513674587649.03,2529225124973.34,2571818596572.54,2559428141407.84,2634825737604.06,2701647772596.39,2822520146843.52,2974395972629.68,2999509636996.69,3121318430289.98,3286491292624.26,3373457811471.52,3395243139307.64,3515996550350.28,3533039644106.42,3551419531299.03,3641798014495.8,3845234093475.71,3999520562207.98,4201841121908.81,4424098285194.7,4589204852199.33,4498021962808.33,4787161311633.12,5000143404324.34,5128720567915.6,5275230309134.16,5348672118405.96,5376540613253.84,5367981729169.21,5468796376348.09,5557651675931.97,5598704122651.55,5237530478280.9,5590226285975.21,5799959187033.05
Latin America & Caribbean,LCN,Land area (sq. km),AG.LND.TOTL.K2,..,20070772,20070772,20070772,20070772,20070772,20070772,20070772,20070772,20070772,20070772,20070772,20070772,20070772,20070772,20070912,20070782,20070782,20070782,20070782,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20070692,20042212,20042212,20042212,20042212,20041202,20041212,20041222,20041252,20041242,20041252,20041252,20041252,20041252,20042203,20041989,20039560,20039140,20039220,20039160,20038920,20038980,20038201,20038201,20038201,..
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,219142626,225304612,231638540,238127927,244742056,251458185,258225265,265030167,271885703,278797542,285779012,292852914,300036114,307345195,314759757,322249100,329807630,337531513,345450768,353452209,361451180,369321289,377189872,385189898,393227113,401251731,409259052,417266298,425320442,433393694,441597528,449847635,458008075,466139063,474258790,482331291,490304061,498199382,506010566,513714410,521281149,528688278,535935546,542976557,549897638,556739532,563424119,569972223,576386180,582738079,588873862,595510008,602139396,608642242,615046755,621390109,627668470,633797190,639628226,645295804,650534986,654980808,659311105
Latin America & Caribbean (excluding high income),LAC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,614116481001.549,652087303758.426,680390465185.54,691569048593.443,743610479027.848,787047391524.169,823268942702.913,859665703012.137,923292529443.998,987678091916.493,1055009998114.29,1129274986598.15,1216389983101.73,1322427861985.42,1410583404156.86,1470020762099.52,1551248276417.02,1625401732190.95,1693985512341.79,1817822113590.07,1937592632721.48,1954133402969.03,1959530759414.73,1921423434363.59,1996672722040.63,2059768248936.58,2133563040348.33,2201461436446.2,2209456612075.76,2239541127138.71,2226495353368.21,2288797827881.38,2336640595557.8,2440377412579.34,2573054401776.94,2583999904538.74,2686630748972.57,2825098149664.95,2894155358148.55,2907828410205.42,3011420820055.46,3017582230517.48,3030484201472.09,3106427027410.59,3275374439989.73,3409002270520.2,3585449828452.75,3781153677525.8,3926467371057.57,3844631407961.48,4102942408454.76,4286946953448.38,4388907459788.53,4514920362448.17,4576294226346.25,4595236035713.86,4581595860995.95,4673508608315.21,4749538622186.51,4781939680654.21,4478832526033.4,4769992616255.19,4941787100633.29
Latin America & Caribbean (excluding high income),LAC,Land area (sq. km),AG.LND.TOTL.K2,..,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17972020,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17971890,17943410,17943410,17943410,17943410,17942400,17942410,17942420,17942450,17942440,17942450,17942450,17942450,17942450,17942873,17942659,17940230,17940030,17940110,17940050,17939810,17939810,17939031,17939031,17939031,..
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,194711112,200250715,205949399,211793513,217767514,223847681,229988384,236176636,242412816,248701446,255049279,261469430,267987160,274614064,281334755,288125444,294984501,302010242,309220692,316512545,323797061,330950954,338095672,345367369,352669319,359944435,367182475,374403954,381662610,388933687,396328556,403768603,411115420,418431327,425740147,433010808,440183193,447290040,454334962,461289769,468125382,474817217,481353718,487688819,493917791,500076606,506094784,511989821,517759389,523473668,528978305,535014773,541048298,546954103,552781789,558562792,564377885,570381211,576620516,582701622,588011178,592503434,596596955
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,686465171125.053,728413546245.202,758858789777.454,772586292049.069,828078812420.437,873849911370.756,916169042746.506,954915795344.873,1022822201504.6,1092560574610.33,1163820473772.32,1244633189178.38,1334879595821.3,1443764202919.98,1538479659477.92,1594169877393.61,1680892182296.03,1761270539817.86,1837362246064.2,1973507184152.02,2109452641529.21,2125245678912.87,2118343053429.37,2068515195604.83,2145171312901.82,2213474914009.63,2296251112124.24,2374141542575.97,2383246446958.07,2421473147442.24,2413059481100.86,2492993371285.84,2562576834392.89,2686003618628.33,2833458532062.59,2853382601021.48,2969342018759.55,3127707075218.49,3209579712476.91,3222282352160.11,3335898254388.35,3344498403460.49,3360793846411.73,3449206153233.62,3639195795183.85,3788916852494.86,3984590114263.73,4202588704230.96,4367031335748.26,4278800795907.67,4566940985772.32,4778509752840.51,4905097348202.62,5050263816867.57,5123891270685.79,5148471978658.52,5140348142514.84,5242254803681.55,5333138155272.04,5372427536273.7,5031278107358.19,5380065347543.13,5580789819841.26
Latin America & the Caribbean (IDA & IBRD countries),TLA,Land area (sq. km),AG.LND.TOTL.K2,..,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942332,19942202,19942202,19942202,19942202,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913412,19913412,19913412,19913412,19913472,19912693,19912693,19912693,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,208929539,214886940,221002830,227259853,233646719,240144416,246704898,253315340,259977374,266691786,273465688,280321723,287293125,294397324,301621143,308941410,316353730,323956071,331767538,339677910,347592976,355378011,363140093,371018324,378929100,386825022,394702013,402575619,410490303,418420570,426479901,434604864,442658603,450688569,458715789,466703013,474585894,482400078,490145696,497788851,505304844,512664811,519865563,526861169,533741619,540553499,547224720,553771247,560186837,566539590,572674666,579334666,585986944,592507619,598949385,605335594,611668087,617875842,623841282,629515571,634680385,639188695,643602758
Least developed countries: UN classification,LDC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,256536600129.323,264397028673.441,268447408445.877,273833603653.71,278997112869.585,282433232771.831,292745450684.043,305930651651.956,313138717825.647,320507503312.512,321789830431.509,328307943279.927,330873358632.918,331235939002.74,334356362015.882,353907872845.866,373723002761.987,395889199333.12,411521356385.465,427788029448.13,446041210565.729,469335543673,492769260061.486,517658733573.708,550333065093.346,590668097201.728,631221328913.802,676857382396.863,719770507784.264,748026863223.605,794250218009.766,818153549131.903,835875005003.983,882761322516.876,932137323130.59,954995951520.475,993298070899.008,1036178237246.93,1081520000668.19,1134079548554.4,1141902329513.74,1163947201852.05,1215484699408.19
Least developed countries: UN classification,LDC,Land area (sq. km),AG.LND.TOTL.K2,..,20134524,20134524,20134524,20134524,20134524,20134524,20134524,20134524,20134524,20134524,20134524,20134524,20134524,20134124,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20133724,20126801,20126801,20126801,20126801,20126801,20126801,20127151,20127151,20127151,20127151,20273927.922,20273913.092,20274015.252,20274111.665,20273863.89,20273886.284,20274534.055,20274847.05,20398637.142,20398529.326,20398482.467,20398536.128,20398270.968,20398229.053,20398190.143,20398202.404,20398133.094,20398133.094,..
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,243968890,249896083,256085777,262462495,269088057,275967421,283013061,290332504,297960759,305753158,313449479,320446141,327754005,336115608,344768889,353326456,361742318,370439863,379992014,390056928,399246494,408153304,418471354,429841083,441553638,453409898,465218902,477192955,489163995,501471577,513968735,526535602,540619179,555923633,570870487,585613280,600451248,615302205,630487968,646252000,662018171,678096204,695718323,713914587,731736892,749852827,768211301,786317083,804637337,823699833,843512714,864134636,885375140,907133963,929398042,951928215,975265947,999288864,1023493788,1048193552,1073743450,1099568566,1125179454
Low & middle income,LMY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1992406148308.16,2011132887838.61,2082340700390.76,2178720511330.21,2345563609392.27,2483829928496.06,2602091361065.1,2684036378417.47,2837328040559.12,3069441724772.74,3324655543078.02,3537016930473.5,3751192774454.84,4011887613571.39,4247353766786.37,4430413712458.49,4700648253555.64,4915287367780.45,5092407928316.93,5320393338934.69,5573774128640.12,5695444247209.02,5859189989122.45,5962932458673.81,6245122588203.39,6518701313098.33,6776620712949.42,7107692920565.71,7400862138970.24,7623299620208.9,7779849859284.13,7899167450035.16,8028216129114.6,8308047447437.49,8587081128936.84,8919351056802.46,9408037114486.62,9901474519515.45,10161330109364.3,10547527354710.4,11162515002027.4,11584093542117,12135977153331.7,12866324867605.8,13852867113634.1,14861124867572.3,16078454910586.7,17502391138253.5,18533821973317.4,19128246709390.5,20644124609233,21935979861429,23112790918769.6,24359070528806.1,25558480532723.8,26681765753333.8,27897803363425.7,29337777593013.9,30769414664652.9,31999466802372,31629445933267.3,33879257253679.4,35070817589459.6
